date,location,PM2.5,PM10,NO2,CO,SO2,O3,AQI
2022-01-01,Rohini,127.45298869831379,183.36592465295118,71.12844452104613,1.2217871341256081,9.547433347638945,36.57730393707845,315.44719180619575
2022-01-02,Anand Vihar,104.78438338286428,165.2585943505312,29.371484191253632,2.7196877147219,23.160231696595712,53.62519458879272,236.32869173620972
2022-01-03,ITO,124.6483002021093,201.44723305230582,54.408293827252166,5.1647807773336405,14.877631489880127,51.62814058794414,291.70008387233366
2022-01-04,Noida Sector 62,164.8082415041097,66.99689187723278,32.044367074743576,1.3322140565653295,18.439286947451777,31.374920630456558,340.25697626077573
2022-01-05,Gurugram,,233.56170125543085,62.09384247851757,2.918362366130619,20.194520825620955,34.17945154196457,211.0091423053978
2022-01-06,Punjabi Bagh,95.52744962292928,213.31064523487265,83.53012696154589,2.4510180408183904,11.136193950110611,55.25272671473828,213.8731142368933
2022-01-07,Lodhi Road,157.98887000071525,218.92606484523714,,2.900750314454372,20.0188442533852,22.661859380176736,339.3784865328026
2022-01-08,Dwarka,121.30093735210818,224.223527133977,74.7012907801735,2.4148726257075377,24.241522751265997,5.0,302.8753148609723
2022-01-09,ITO,92.55728680849556,246.19920039062455,32.339549137618654,2.1987829708925712,29.052502905974652,36.25561068856924,209.04886323054632
2022-01-10,RK Puram,133.3851559342581,247.02853868244375,79.48112827966058,2.6011621370102502,23.95215243633246,79.58267734413586,318.09456020313365
2022-01-11,Gurugram,,59.8838109195964,106.2541273805405,4.237541475747693,24.471631169137254,29.060817519955506,217.80157344894792
2022-01-12,Rohini,,104.36051217365983,51.774234873094194,2.601698186740053,11.63213220741535,24.797112880061892,247.12846118080253
2022-01-13,Noida Sector 62,119.9540438765259,142.3954895217684,73.28019421185132,3.2667965788858147,10.6686131677849,27.944899867642306,291.9663366894229
2022-01-14,RK Puram,33.79465621015024,180.3644149118834,64.56787413777907,1.0730190549602288,20.758129165063185,46.31597520776189,62.89371768033794
2022-01-15,Anand Vihar,54.299596673842714,218.29105396144772,39.75501179907087,2.317460647724996,22.530638308657927,56.938232019631805,104.83765617633631
2022-01-16,Rohini,74.18247354890563,130.55531985541705,75.11785379851133,3.156227096277092,35.87162768228356,26.218183740292627,133.50195693696443
2022-01-17,Gurugram,62.53136584283594,185.97946649926084,50.94580664409232,4.46505006101089,9.779514464232882,38.74279764812101,105.00453438426197
2022-01-18,Mandir Marg,109.6709032591974,138.99526635867974,79.1828238296893,2.9420411388529604,19.66434693606565,36.431410588033515,276.9917514595136
2022-01-19,Mandir Marg,86.11169387262952,149.22200800121664,45.62986870019753,2.154244178021932,4.310657124041504,22.94926355347368,
2022-01-20,Gurugram,66.58495189333026,105.50770839081484,55.13712967140246,2.7801165409575668,9.039956901687368,39.735227829147746,
2022-01-21,Mandir Marg,165.6364080516259,136.68549133834986,101.45154303884712,1.5098969015287884,28.87512218086364,38.710231144952274,327.7582183337129
2022-01-22,Punjabi Bagh,110.59135183460269,119.66662394134406,71.75774657038738,2.890735356322423,13.448539680367658,36.04845251834709,278.1971976719833
2022-01-23,ITO,101.63818754464538,133.19235607398855,115.94960008374593,3.935035033727317,22.397916988058196,17.89424251982985,250.6294495079673
2022-01-24,Dwarka,60.19501649492536,243.7004398694616,46.85845408287004,2.106437633582029,17.02034332553571,40.928648839592086,89.0034214979606
2022-01-25,ITO,87.15047763326179,104.99911250187793,73.5328467308605,1.7248821515777784,22.340413710694424,29.919908509034137,178.46245562120882
2022-01-26,Noida Sector 62,120.46203426840432,322.9020469887043,92.38138130923694,3.3377402228740434,9.793552957582852,39.60604595090828,302.6079777955316
2022-01-27,ITO,65.41198888727511,213.83177986759216,28.447045512583685,2.1556628328196767,22.301643589349116,36.51074630922257,
2022-01-28,ITO,117.67569977634338,200.91526859807993,18.876410845333094,2.458133479052073,1.0,30.891835890331944,289.26164173551075
2022-01-29,Anand Vihar,91.78609234853292,123.26341825670755,25.579576340808984,4.060133334140872,12.19103231018305,50.764593391776636,212.74657936159988
2022-01-30,Dwarka,106.26071667935437,207.93114436475585,102.99743786535183,2.9999593153077004,1.9048044336101664,26.063168152972395,247.10102286280744
2022-01-31,ITO,79.65511001127369,140.30404725390622,52.01550127037949,1.9906496870179937,37.68309565472721,22.4076754506794,144.37009738017497
2022-02-01,Dwarka,174.071257928798,194.63473848921967,142.73796078204754,2.1347472191400523,27.170139356025786,,337.35426460651865
2022-02-02,Lodhi Road,96.92969357301786,333.752780890378,59.6482645634894,3.643558871112075,29.30790074012922,25.11996172686586,223.7313000418572
2022-02-03,Mandir Marg,44.9417963826582,168.7008638054949,69.69772448886009,2.6634133240046363,35.87535829103197,57.7161274465275,72.14459437213245
2022-02-04,RK Puram,139.6162131498521,255.6801943238322,123.8054913273889,2.0976679719130593,10.18515752724371,35.18566657757004,303.5033620940606
2022-02-05,Anand Vihar,70.13868216358952,143.88067018067102,118.32400956557139,3.378673871559486,34.630489990583385,25.51605504868695,115.63911745317691
2022-02-06,Mandir Marg,118.13975751103845,,114.71819165866003,3.7347252533320883,26.279983958712926,74.13757292442885,288.6583036597826
2022-02-07,Dwarka,17.95625836278441,272.45247087704803,107.67211279693527,2.2159588922479223,,45.58271779344671,38.90365498780479
2022-02-08,Mandir Marg,56.67680793889175,157.34294934849294,,0.7839618227793466,28.27472308205117,50.579355964538856,107.02332095895642
2022-02-09,ITO,92.90352689077764,282.7558893836402,90.56855939449105,3.66777015885286,11.675382045921884,,221.55555681064337
2022-02-10,RK Puram,148.28180795637664,252.35598592931024,73.78640024769497,2.288356179460539,8.780452561787328,48.98040620506993,313.596141538035
2022-02-11,ITO,103.30871230165808,136.8434244567497,68.25763319099414,,13.758551488028125,50.47118187668981,232.8253111025566
2022-02-12,Noida Sector 62,116.3906979286223,,55.28697741192092,0.559052756715543,15.793973765103456,44.671416380698034,292.9353392452066
2022-02-13,ITO,106.61896339562708,224.5799251326707,59.90507725660028,4.162331420963064,5.7619398972203,41.329270488525175,261.74754476806953
2022-02-14,RK Puram,45.767304821412,200.53843315489894,55.57479820105665,1.8401890670135361,27.653839010826935,28.88752254730775,80.28053742102497
2022-02-15,Rohini,70.75775898511304,95.04485807039077,73.14096990094379,3.3571734610591526,12.616575925240038,32.451213959139395,115.71856387466586
2022-02-16,Lodhi Road,94.92070640931104,142.79487969656265,84.90342185334765,3.039706735975783,,27.477465536380073,207.73350884886878
2022-02-17,Dwarka,137.61315977205024,210.40659700612014,91.1197618415428,2.551076854143012,9.004021851317692,48.08082112103071,313.2516965371789
2022-02-18,Lodhi Road,121.39510484604669,173.21840759334947,56.258569176685626,1.9020512880488365,1.0,49.06997761593577,305.9453395201864
2022-02-19,Noida Sector 62,39.702278498872396,196.56361232546635,109.08708654367965,3.2501078185136247,24.688883267916317,43.001185144062234,73.84353779081219
2022-02-20,Lodhi Road,101.85543875355627,193.6910148128115,39.35263699970935,2.0817755098417123,1.0,42.203149765243275,240.9606644013413
2022-02-21,Mandir Marg,71.83235771376802,76.77180406645903,72.4951393736035,3.2837671422196433,17.761671242412852,61.5366035935751,142.74903044460908
2022-02-22,Gurugram,85.89765047393146,,41.45316991824846,4.5884147986414785,4.176558389491838,19.772817938281726,187.1741561633826
2022-02-23,Anand Vihar,124.40476893496499,213.21200947975385,9.441217001102505,1.280433914827226,39.42208180418809,31.17772004878282,310.24447753831174
2022-02-24,RK Puram,139.58508464071292,222.1476899324543,73.37532256045894,3.9591312461722694,30.135751389383344,21.645432152890415,318.1941062385344
2022-02-25,Anand Vihar,148.48472267912103,252.96649292136726,76.76665784346787,2.1790659889143944,21.543994067860165,40.572434413199865,322.5687017382583
2022-02-26,RK Puram,89.52259193030946,217.47825206202506,100.29392425859449,2.0031544615327155,30.291763758200286,12.82769230322811,195.72495177632442
2022-02-27,Dwarka,94.14290725573818,202.53651405888658,97.68402817337693,1.9393480820095066,9.689977592285683,49.0893322588717,214.62260510288542
2022-02-28,Lodhi Road,116.5194964614297,164.719239122073,44.64729047500604,2.35248611158064,19.315690295457088,43.61163428924472,293.2442353264918
2022-03-01,Dwarka,92.46342312783074,38.26735087185688,83.32697005711128,2.2889255402653963,17.929544028819517,31.30561616904011,
2022-03-02,ITO,41.88881107040787,128.82582292208485,63.5852930840274,1.109404689766341,10.173091394077527,9.365584683529931,73.62294930079898
2022-03-03,ITO,64.147033060873,97.74991044743369,33.42638876732856,2.6182991307437953,19.988883291685745,25.979157957237387,127.25066214975519
2022-03-04,Anand Vihar,47.17949029008892,112.7426981188694,39.04727331044946,0.7338386811482456,18.207403283159106,37.54440868460629,81.28412304428075
2022-03-05,Punjabi Bagh,46.48575635440154,52.939687599441235,36.65040314343274,1.4146256935037957,10.92213865482164,5.492287309896595,70.98627538593765
2022-03-06,Punjabi Bagh,64.50804106764772,82.57038196088125,30.70862004215791,0.7330745132079455,,47.486816284963076,123.86287141876744
2022-03-07,Gurugram,88.2237279304687,171.77549564898314,58.86063247385946,1.7319140608338297,8.012384985979516,54.195507003096864,180.41710972487317
2022-03-08,Punjabi Bagh,55.63314479699799,89.17086018068042,73.68660601951322,2.252518059261276,15.508992371368814,83.14513843338915,81.90777418760379
2022-03-09,Noida Sector 62,,104.69424576983306,46.26740717754327,1.0249320531167656,10.105508659241451,71.99558435289606,200.28045030625628
2022-03-10,Mandir Marg,78.76343834872779,109.06120313205423,49.30476514402629,0.1,1.0,36.30698172096871,167.7087611736251
2022-03-11,Mandir Marg,66.77446947314708,111.21741954272598,18.31530691155392,1.7469799473383278,22.747752449347786,35.0558381502414,110.13105267545032
2022-03-12,ITO,69.00104851750439,144.2432551985674,50.37050653381726,1.5604944360938726,19.966727931497648,27.77831986138103,126.17532024848046
2022-03-13,Punjabi Bagh,94.8610794791592,86.2757162403115,,2.411361675731439,14.486288943413829,50.006228547311395,210.1427599416674
2022-03-14,Gurugram,76.70854732836855,110.162396156671,59.39321973492378,2.0736315614837824,10.215889048236946,11.499056005148,150.82839453241257
2022-03-15,RK Puram,103.38792981321119,100.25757163084265,44.813006305496614,0.8600894021029761,4.105258288611936,5.0,254.06241047343343
2022-03-16,ITO,21.04212282190536,111.26808788440617,,1.730626473050998,7.175897458265024,18.276256011623957,42.135259338648126
2022-03-17,Dwarka,86.9691351263533,70.47158837076066,10.539278649943636,2.845423158004322,17.343176289100345,26.1461592307053,189.70589528930725
2022-03-18,Punjabi Bagh,56.34386931410706,111.7963228784406,58.857207369457434,0.8376483973762602,13.810392685154142,40.65589240051219,88.44682958569582
2022-03-19,ITO,46.09055474197286,97.4084273942212,20.22290571394153,1.544830902382345,5.997723392011607,54.387385226596734,63.321094534420034
2022-03-20,Punjabi Bagh,52.503614593191756,137.67031057476515,29.86349557298739,1.7045705606037713,14.555306213312244,29.457825808610934,
2022-03-21,Noida Sector 62,28.894002226365092,106.44550350326587,5.0,1.6653721380807582,11.337215241111082,10.524549341007411,54.077809380124336
2022-03-22,Gurugram,73.05318669844482,94.3020875392441,53.56427336231763,1.9183980922795356,3.3020563322786347,37.58899961403719,136.443931287418
2022-03-23,Anand Vihar,92.35009798712223,94.86948477184299,74.53254768635234,1.2786811271118106,7.454003484269737,9.605123456257509,215.029654933323
2022-03-24,Rohini,106.94472230754576,166.09060163630755,76.56376718284075,1.0535357603740216,7.78713805722113,5.0,255.78017148607296
2022-03-25,Gurugram,66.22644097332962,107.61703579285356,37.113822276924274,1.7701136593347944,18.994315385344784,26.58890433347659,117.88370819580862
2022-03-26,Punjabi Bagh,42.412977409813024,116.35227408539869,20.044484242902655,0.8884885646267815,13.314121219093645,37.40723067433873,75.04041096591773
2022-03-27,Dwarka,43.39718687370164,54.54668978603193,44.84894191807519,1.5978228679856796,4.597239859302595,32.25732643061198,64.91366229037548
2022-03-28,Dwarka,94.63963991362117,134.25426711259115,32.905754954284255,1.6428679740531458,12.724950708428084,21.39250562079438,212.02790118363615
2022-03-29,Anand Vihar,77.40933193490706,134.30438935379635,50.312812885899945,1.4790103125192227,3.4328441102332814,35.799460363595216,159.24571709168563
2022-03-30,Lodhi Road,55.41971926053408,100.01885712420433,66.08824383579277,1.9830762208607267,18.27225119748016,28.694818828794823,87.37168683870466
2022-03-31,Dwarka,81.16559833482373,159.04593551969742,67.47059469838845,1.994150931276005,10.908352708812213,18.9078003506462,177.24284655208768
2022-04-01,ITO,71.36756091023895,87.96785770634193,34.6138426124595,0.9507536291540023,14.333385868451503,35.545836297484456,156.58253473757912
2022-04-02,Dwarka,100.14835839025919,148.85605332137087,34.27087002031499,1.088264652714059,18.525903816918618,31.813504986562812,226.28487997479255
2022-04-03,Rohini,63.504687782867805,188.10547942438492,30.33662644270264,2.566034687085646,1.0,42.20977912285695,95.0310396465189
2022-04-04,Anand Vihar,64.23363629825258,109.58758064977307,11.84412163034147,,2.280537691420978,36.90493184379326,94.09471931941263
2022-04-05,ITO,65.83164935672181,131.02411976976273,53.65063336860869,1.1785807957632553,7.922391407316772,20.390327970001884,117.93414977412289
2022-04-06,Punjabi Bagh,38.94329666534115,170.3702293597455,53.595504753487404,1.6269146490862236,11.203777412074974,39.90401262129968,58.273848540973425
2022-04-07,Gurugram,67.90294877507449,179.5234803049387,68.8904231092396,1.7048129763938995,6.8095901451848135,15.907332679141803,128.42176759425246
2022-04-08,Anand Vihar,79.30886273708899,85.15612611912432,18.10271578730096,1.4471671612518422,1.0,29.569793598717254,165.68885251055764
2022-04-09,Rohini,52.16754535754153,80.74581344629458,78.58588267067415,1.4370943833741054,9.662684782491361,50.68900782289941,70.91374046309492
2022-04-10,Mandir Marg,71.37799858870561,101.63607815189012,57.37845187101961,2.643101423483971,18.131153787088863,19.560107876167258,119.77782366753797
2022-04-11,Rohini,22.916614277230543,67.2406818647628,33.080412800232274,2.6786578422487906,,25.784813936006262,41.15368953217853
2022-04-12,RK Puram,59.60383576710944,63.50679464555251,37.84222165329105,1.9886638884619234,10.174738301182396,43.62945200282394,100.69401462571531
2022-04-13,RK Puram,50.00874105214948,74.23393674862159,5.0,1.8076299097583135,8.40756129155618,52.28364775641201,79.08972176991696
2022-04-14,Mandir Marg,53.88378990786865,90.65244437735073,46.23127825397137,1.242739561552746,16.794193437358853,44.281794527246305,73.23488066179138
2022-04-15,Noida Sector 62,62.11246208406872,114.26129964150742,60.10099607684012,1.474072426774694,1.0,,111.75545290787896
2022-04-16,Dwarka,,125.29340397446929,46.02692094624826,2.1704637687756216,13.859945377553032,10.393434373027821,110.95492756805031
2022-04-17,Gurugram,111.70308613681645,165.5309872149262,40.296334412859615,1.8892619456649649,10.920831274361108,28.973237459599744,275.12344485824406
2022-04-18,Lodhi Road,64.06150411397334,69.44918676656906,61.84032925415943,2.1517033242721593,15.569095707754796,64.33777212523728,105.06360814092716
2022-04-19,Lodhi Road,80.47757580403452,134.77412974999461,5.0,1.8118625041452523,2.5710410250343374,25.390926423211752,168.7041076691599
2022-04-20,Gurugram,64.3754467404884,84.95409717065007,23.31258165218899,0.6583690261406902,14.729391153451488,37.50315393159453,100.9236816589578
2022-04-21,Rohini,27.741243117301472,135.13932316924615,58.19814637847016,2.1339912895727284,1.0,33.824600278417094,56.81501233389038
2022-04-22,Mandir Marg,55.84100518996512,132.47079871078734,23.507306741485564,1.1814817832539988,7.671936063055743,28.993601023648658,93.88678532857058
2022-04-23,Mandir Marg,61.431742304428965,69.57737745152139,43.11111797335654,1.6533681174646244,12.813470520635798,13.671841904552943,87.09090523056423
2022-04-24,Punjabi Bagh,115.60494011366546,108.68764040228679,28.093155711488908,1.772274505533819,6.797382828439963,41.15875141852442,282.34305677444803
2022-04-25,Anand Vihar,70.33508357724087,159.52779140594754,55.943249223880784,2.7524545557513225,18.190785201383655,46.38514251966846,139.0832936931452
2022-04-26,ITO,89.40781240939437,110.1509712289255,50.277028109563645,3.40344709730295,8.168088657704384,35.009849554968056,194.69556515489265
2022-04-27,RK Puram,57.18462354905589,113.1098463648669,16.365233554740954,1.8289260885851986,11.462061558004676,28.317051015656794,92.54874870069142
2022-04-28,Lodhi Road,51.0575646189471,197.26245716135043,68.03884149237005,1.2716241824108998,9.202698834019433,63.95922975894731,72.85191896110578
2022-04-29,Dwarka,69.44532774207343,97.95777500587074,28.314036558592235,1.41734673747109,5.64521570203544,45.086477622577924,137.14983567772802
2022-04-30,ITO,70.60063270818615,106.84608131317529,47.06138430995548,1.9296656768075484,9.119997604435754,23.89455337509365,128.85075036042912
2022-05-01,Rohini,88.97904606125147,132.81164708597314,49.4107331850275,1.8835096793681616,15.68145032893668,50.75991596564557,175.03236643412123
2022-05-02,Punjabi Bagh,40.83083928092957,115.92875718466077,91.24080774952645,2.9060139499311393,13.988928859136633,24.67478076886318,64.33882509484535
2022-05-03,ITO,98.63676818646277,89.3014400355458,32.47057810663652,2.0282038822466295,5.7850333120010475,21.5805766234902,238.60072444391278
2022-05-04,Punjabi Bagh,45.68186148877867,172.5174678363678,42.19866995548551,2.4134623941331013,17.544947936274056,13.724420193284676,72.26714134863164
2022-05-05,Lodhi Road,91.11760746152842,190.0171512593126,71.30655656035499,2.5390576127622,12.262533105542214,21.157237291618046,221.10520805632996
2022-05-06,Lodhi Road,138.74590024711054,138.76428516635778,66.522770448791,1.9001714412495847,1.2946752277314193,37.57048795982295,318.7096027524933
2022-05-07,Dwarka,59.15078240781723,76.57105047257063,62.249603114947796,2.7944291322413406,19.554373864609623,14.483047426466692,101.97221896916572
2022-05-08,Mandir Marg,65.93242896205327,166.42385427744816,54.633804486215965,1.8869904555511456,7.301569517150673,11.970978595957732,118.49078054766814
2022-05-09,Rohini,87.16856725378241,111.16201681623839,38.56563513051017,1.2481489027695123,16.372834677857583,13.58052492878138,189.87902876829847
2022-05-10,Noida Sector 62,64.21431013055611,167.25179892090713,48.941878960901796,0.9877486876760522,16.11125174357455,27.87163378142861,111.41346408399201
2022-05-11,Gurugram,25.812816909223105,136.38407706366172,38.89899628763467,2.593003004847005,4.203262433160876,32.06248470312294,39.99866759454658
2022-05-12,Dwarka,90.36077915316467,58.24949006321307,5.0,2.412252670906284,4.120002760786285,38.10225369167664,206.51126879788706
2022-05-13,Lodhi Road,44.48898211531,201.6157945428924,65.99977872994188,1.5816189787631703,12.508249729761413,28.81514216181332,64.78999122761101
2022-05-14,Anand Vihar,80.95744020889046,209.85569465730967,52.396884810849116,2.6185156302560935,5.13253011180009,20.756954378624794,159.09919574239228
2022-05-15,Mandir Marg,52.31579115187714,120.68209555720478,9.498671243012964,1.8715517002093756,22.924105691851324,26.427390100905143,75.96103474437479
2022-05-16,Gurugram,109.1701853374909,114.68006963181709,27.20156465699598,2.0357692810497525,8.312829553955336,52.33586137998328,284.35716326840793
2022-05-17,Anand Vihar,53.46111057936351,132.15141988847355,77.2999851870296,1.1163672993185132,7.07131959780866,52.76317162061882,94.40527998231165
2022-05-18,Dwarka,73.0669397942871,119.66200988413637,97.10586044249088,1.708104057496713,14.15463670641444,30.15841436561572,146.60138799775845
2022-05-19,ITO,102.63486504407267,167.97382565633148,54.324339266464825,2.8407759236281738,1.0,31.14712266052522,231.54107011064124
2022-05-20,Noida Sector 62,37.019227108460875,214.75631924854744,41.694422592833654,2.4147801971147067,12.320702184372752,49.73059915417705,67.93213485418308
2022-05-21,Punjabi Bagh,79.03690457021992,108.61231863477269,40.44599257544187,2.080684023890109,20.35818761477845,37.68662616650126,162.29063510286645
2022-05-22,Gurugram,122.72904165904558,90.78780236355094,91.79614369761404,2.3320885349032876,19.21303397524356,40.161881694173346,304.24095222596793
2022-05-23,Gurugram,41.1694370787475,69.20516792816184,55.3346618544068,1.3936749654630967,12.666489857149653,40.1864107710858,58.8495253059436
2022-05-24,Dwarka,103.55113071532533,79.2489619625289,39.559063954705785,1.8033573974913746,11.923953691477152,25.83870703875878,246.77312429192688
2022-05-25,Gurugram,96.5582343878743,116.44281210884492,55.309729866039476,1.9397623119361687,1.0,31.328521423338486,217.62244591084948
2022-05-26,Punjabi Bagh,109.77032535180946,182.9803013250984,28.856906549574838,2.462130720090428,19.598558852621814,40.062172514777195,258.24497293572966
2022-05-27,Punjabi Bagh,31.960596012611852,103.62597415927026,48.015162632098665,2.5899526852418484,26.735750479879385,45.828760303939134,60.60872337909224
2022-05-28,Anand Vihar,51.306731576143044,127.64726763897362,84.00862792998781,1.958032765036999,11.667810265238648,49.771772744780066,70.13414120827171
2022-05-29,ITO,91.03941268907025,104.95443324016145,61.77957413270576,2.4779662141308894,18.1757591629761,29.135952125448412,209.112471606709
2022-05-30,Punjabi Bagh,80.21178346868034,206.6861911230175,43.927213258592424,1.7787413277824968,16.739269678323563,20.788455125699166,174.21747289779776
2022-05-31,Noida Sector 62,86.19296751431807,247.33847557450972,50.61182577909476,2.574720486277483,3.3752762234027864,5.0,178.51345495888117
2022-06-01,Gurugram,96.4597687930362,97.61082653330772,23.968895087002497,2.5495466272148546,25.492350054124913,18.174026936421253,213.32927803212934
2022-06-02,Anand Vihar,65.32767314900136,114.99818269159348,61.234186452041165,2.369823206573583,11.125073677257259,20.377977622601442,115.52865368400717
2022-06-03,Lodhi Road,75.2538581127655,176.98425055301325,54.63251879786414,0.860234202447467,26.671944137279056,38.033406852220374,153.66655581384055
2022-06-04,Anand Vihar,93.0444734416919,174.4600559170283,55.38886762515497,0.4005854166425815,5.067316093313539,24.71772859036304,208.61969488749742
2022-06-05,Noida Sector 62,53.05098771055479,189.7425103038041,115.63735211369792,3.022299670814258,21.667238127156306,30.553276275179897,92.75393745284345
2022-06-06,Mandir Marg,128.67696847940653,169.154800987449,67.04686653922442,1.3964782515650485,15.309441346001089,39.87583343984022,324.30438766337903
2022-06-07,Anand Vihar,87.28615526893515,107.76902889620065,27.600844175168298,1.3221540018008902,18.8732606705887,16.43567995099816,185.87668320495334
2022-06-08,Lodhi Road,44.837446555374875,132.99760233447086,47.429630251046724,2.087310398573175,12.670832868736339,48.318417267137555,57.57727788525726
2022-06-09,Punjabi Bagh,102.73282357488468,184.1014880324509,65.03244567816253,2.2303685626130965,7.3405766294145725,52.30219977568761,250.70198107992212
2022-06-10,RK Puram,42.256339375930665,181.36018142853362,45.296122139621716,3.143406386855709,18.986415780272775,27.906061061354745,87.26037805249307
2022-06-11,RK Puram,117.91615044007308,188.60232181614487,18.906132752909027,2.085893198682635,13.816212041970845,36.76206322242861,296.9815184307549
2022-06-12,RK Puram,89.91262436124754,153.60443391762382,62.388482755622505,2.438509460197036,1.0,,188.83126111728845
2022-06-13,Mandir Marg,50.68558289030696,186.08632330359308,34.58722378206052,0.8579805733904385,2.2832446718014534,36.90104345900704,83.23704785149293
2022-06-14,Lodhi Road,106.74989825976978,177.75718199356058,86.81610415055263,2.922246982210574,18.125891613045894,20.68761470939336,244.64775935711626
2022-06-15,Noida Sector 62,94.57544576470205,167.05006627385652,79.75817317208671,2.2727177684747053,12.433297179134446,21.468463817358916,221.68004082196964
2022-06-16,Dwarka,98.36880695413969,101.42505159917393,40.707950725008736,1.9534815309739475,11.663047715831658,35.5555437488243,214.3831191534813
2022-06-17,RK Puram,126.74271051898722,116.78028713542113,64.29481339967796,2.1427780380848294,19.821599131260953,50.134000161261596,302.18541253093895
2022-06-18,Dwarka,75.72540983720154,165.41572734632868,62.44372522724565,1.6760689605326324,1.0,47.87959551570213,
2022-06-19,Mandir Marg,56.09216495212846,99.32396951651906,61.932365595962956,1.9072471979592143,15.79736180719085,21.428829962240687,94.75518843823039
2022-06-20,Dwarka,68.80443740908545,134.76204004796782,60.98252652040522,0.7677275133506992,4.027563886399643,5.0,125.68470792557395
2022-06-21,Gurugram,65.18242373321462,124.54560147793423,39.06833728320366,0.9528372539912643,17.02026662605232,48.12619675998694,119.0423668098847
2022-06-22,Mandir Marg,84.72359906528965,146.5244673683266,41.04766161703175,0.4900700492902906,8.676583496349938,30.13827292663312,182.6355024339625
